timestamp,open,high,low,close,volume
2025-06-25 02:45:00,9.387911017999723e-06,9.396575418088877e-06,9.372423462212591e-06,9.391913074463406e-06,115.40938
2025-06-25 03:00:00,9.391913074463406e-06,9.406865167826941e-06,9.380871839467016e-06,9.386190098508066e-06,85.25005
2025-06-25 03:15:00,9.386190979513794e-06,9.394583890862743e-06,9.382299428955728e-06,9.392227987693553e-06,89.85705
2025-06-25 03:30:00,9.3922288698331e-06,9.408258192711233e-06,9.389459768042786e-06,9.408051956531414e-06,68.50474
2025-06-25 03:45:00,9.408051956531414e-06,9.414722479401058e-06,9.402914903620123e-06,9.41335855360357e-06,82.83648
2025-06-25 04:00:00,9.41335855360357e-06,9.41935515471385e-06,9.406551041968362e-06,9.418139789304911e-06,104.05399
2025-06-25 04:15:00,9.418140676318564e-06,9.419090763865656e-06,9.409201860688486e-06,9.410065137411888e-06,63.47093
2025-06-25 04:30:00,9.410065137411888e-06,9.43197087256483e-06,9.410064251918713e-06,9.429512601694936e-06,123.19951
2025-06-25 04:45:00,9.429513490852099e-06,9.433873265346553e-06,9.41459661654461e-06,9.416412203820879e-06,122.01263
2025-06-25 05:00:00,9.41641309050915e-06,9.42302444407925e-06,9.409596734794657e-06,9.419176822344624e-06,72.38399
2025-06-25 05:15:00,9.419175935135788e-06,9.430657975120792e-06,9.419175935135788e-06,9.421137962296418e-06,60.38661
2025-06-25 05:30:00,9.421137962296418e-06,9.4255504050159e-06,9.398795694712454e-06,9.410399865770056e-06,135.81382
2025-06-25 05:45:00,9.410398980213884e-06,9.41497953371749e-06,9.402858318483087e-06,9.41497953371749e-06,88.27026
2025-06-25 06:00:00,9.41497953371749e-06,9.422845972746303e-06,9.408660954668601e-06,9.419535268388464e-06,70.22264
2025-06-25 06:15:00,9.419535268388464e-06,9.420418191204345e-06,9.395790535507445e-06,9.400192515942727e-06,57.94006
2025-06-25 06:30:00,9.400191632306616e-06,9.40784130401712e-06,9.393107563104777e-06,9.395130240932479e-06,91.16549
2025-06-25 06:45:00,9.395129358247838e-06,9.40097548282e-06,9.394973125679374e-06,9.398497123918903e-06,45.80675
2025-06-25 07:00:00,9.398496240601503e-06,9.40545751672408e-06,9.396376757122453e-06,9.400086480795623e-06,49.52412
2025-06-25 07:15:00,9.400087364411964e-06,9.40231018522175e-06,9.37796871322078e-06,9.379293371540824e-06,97.24453
2025-06-25 07:30:00,9.379294251252346e-06,9.386561016542031e-06,9.374528636981971e-06,9.374528636981971e-06,66.88782
