timestamp,open,high,low,close,volume,return_1,return_5,return_10,volume_change_1,volume_change_5,candle_range,volatility_10,label_buy,label_sell
2025-06-25 05:15:00,106166.4,106166.4,106037.14,106144.29,60.38661,-0.0002081638077738,-0.0003182389434807,-0.0031020549693645,-0.1657463204225133,-0.4196607934015793,0.0012177762930063,0.0010688822708132,1,0
2025-06-25 05:30:00,106144.29,106396.61,106094.6,106265.41,135.81382,0.0011410882299933,-3.5570046219457474e-05,-0.0025726608441,1.249071772699279,1.1397798960878625,0.0028420348634611,0.0011310883865589,1,0
2025-06-25 05:45:00,106265.42,106350.64,106213.72,106213.72,88.27026,-0.0004864235690617,0.0015436112128974,-0.0024165263389536,-0.350064227631621,-0.283517767237873,0.0012890989977565,0.0011262299315088,1,0
2025-06-25 06:00:00,106213.72,106285.05,106125.05,106162.35,70.22264,-0.000483647498647,-0.0003315518736964,-0.0012190953725271,-0.2044586704514067,-0.4244641722746244,0.0015071256429421,0.0010140834660207,1,0
2025-06-25 06:15:00,106162.35,106430.64,106152.4,106380.8,57.94006,0.0020576974793793,0.0020195657024788,0.0014006136191908,-0.1749091176293001,-0.1995459216879311,0.0026155095656359,0.0012074538980533,1,0
2025-06-25 06:30:00,106380.81,106461.04,106294.31,106438.12,91.16549,0.0005388190350137,0.0027682129674615,0.0024490930708107,0.5734448669884016,0.5096971000690387,0.0015664500650706,0.0011902504422408,1,0
2025-06-25 06:45:00,106438.13,106439.9,106371.94,106399.99,45.80675,-0.0003582363160866,0.0012664516139353,0.0012308365199735,-0.497542875050636,-0.6627239407594897,0.0006387218645414,0.0011827939733174,1,0
2025-06-25 07:00:00,106400.0,106424.0,106321.25,106382.0,49.52412,-0.0001690789632593,0.001584352755934,0.0031304095935107,0.081153323473069,-0.4389489733008602,0.0009658588859017,0.0009152670144222,1,0
2025-06-25 07:15:00,106381.99,106632.9,106356.84,106617.84,97.24453,0.0022169163956307,0.0042905041193981,0.0039575297210219,0.9635791610229518,0.3848031062346844,0.0025892477281475,0.0010505872328305,1,0
2025-06-25 07:30:00,106617.83,106672.03,106535.29,106672.03,66.88782,0.0005082639078037,0.002737618066418,0.0047627125684504,-0.3121688181330095,0.1544313209202752,0.0012818730458209,0.0010223733421462,1,0
2025-06-25 07:45:00,106672.02,106702.0,106574.91,106600.01,69.24019,-0.0006751535524355,0.0015209776347044,0.0042934009921777,0.0351688842602433,-0.2404999962156733,0.0011922137718373,0.0010667829855595,1,0
2025-06-25 08:00:00,106600.0,106644.92,106517.09,106620.99,91.40918,0.0001968104881042,0.0020770678643859,0.0033461499842706,0.3201751757180333,0.9955395220136772,0.0011989196498738,0.0010381584132434,1,0
2025-06-25 08:15:00,106621.0,106663.24,106429.41,106462.0,77.22719,-0.0014911697968664,0.0007520069184636,0.0023375511186314,-0.1551484216355514,0.5593854065453356,0.0021963705359659,0.0011670643903595,1,0
2025-06-25 08:30:00,106462.0,106462.01,106344.81,106383.11,47.99574,-0.0007410155736319,-0.0022016015331017,0.0020794566058492,-0.3785124125324254,-0.5064427788380488,0.0011016786405285,0.001187313965947,1,0
2025-06-25 08:45:00,106383.1,106635.76,106343.13,106635.76,94.89055,0.0023749070693646,-0.0003400141536633,0.0023966730838647,0.9770619225789624,0.4186521552055366,0.0027442013823504,0.0012450447972731,1,0
2025-06-25 09:00:00,106635.76,106892.4,106590.89,106824.5,184.31552,0.0017699503431118,0.0021059097461624,0.0036300904224915,0.942401219088729,1.661973053511263,0.0028224798618294,0.0013354505718543,0,0
2025-06-25 09:15:00,106824.5,106919.12,106818.61,106854.01,126.97965,0.0002762474900419,0.0021854983713807,0.0042671056642016,-0.3110745638782887,0.3891345486306736,0.0009406291818154,0.0013122357029723,0,0
