timestamp,open,high,low,close,volume,return_1,return_5,return_10,volume_change_1,volume_change_5,candle_range,volatility_10,label
2025-06-25 05:15:00,9.419175935135788e-06,9.430657975120792e-06,9.419175935135788e-06,9.421137962296418e-06,60.38661,0.00020820714896663262,0.00031834025174592995,0.0031117076575670755,-0.16574632042251336,-0.41966079340157936,0.0012187529819598607,0.0010696241209486306,0
2025-06-25 05:30:00,9.421137962296418e-06,9.4255504050159e-06,9.398795694712454e-06,9.410399865770056e-06,135.81382,-0.0011397876317421618,3.557131149256598e-05,0.0025792964992088496,1.249071772699279,1.1397798960878625,0.0028431002598269016,0.001131701243361193,0
2025-06-25 05:45:00,9.410398980213884e-06,9.41497953371749e-06,9.402858318483088e-06,9.41497953371749e-06,88.27026,0.00048666029209787354,-0.0015412321496696135,0.0024223800842300136,-0.35006422763162104,-0.28351776723787303,0.0012874393609663974,0.001126853588578474,0
2025-06-25 06:00:00,9.41497953371749e-06,9.422845972746305e-06,9.4086609546686e-06,9.419535268388464e-06,70.22264,0.0004838815267371732,0.0003316618367996682,0.0012205833800777999,-0.20445867045140675,-0.4244641722746244,0.0015059148539216883,0.0010144585184587338,0
2025-06-25 06:15:00,9.419535268388464e-06,9.420418191204343e-06,9.395790535507445e-06,9.400192515942728e-06,57.94006,-0.0020534720551075303,-0.0020154952773431267,-0.001398654644446995,-0.17490911762930017,-0.19954592168793117,0.0026199097151606387,0.0012072302475754917,0
2025-06-25 06:30:00,9.400191632306616e-06,9.40784130401712e-06,9.393107563104777e-06,9.39513024093248e-06,91.16549,-0.0005385288654101705,-0.0027605711186929893,-0.0024431096678518838,0.5734448669884016,0.5096971000690387,0.0015682316832769227,0.0011901275694610333,0
2025-06-25 06:45:00,9.395129358247838e-06,9.40097548282e-06,9.394973125679374e-06,9.398497123918904e-06,45.80675,0.0003583646953349007,-0.0012648497429368355,-0.0012293234238084372,-0.497542875050636,-0.6627239407594897,0.000638650739739001,0.0011825744230704565,0
2025-06-25 07:00:00,9.398496240601503e-06,9.40545751672408e-06,9.396376757122453e-06,9.400086480795623e-06,49.52412,0.00016910755578924963,-0.0015818465529882086,-0.0031206407098944844,0.08115332347306903,-0.43894897330086025,0.0009660293679402823,0.0009140473431381152,0
2025-06-25 07:15:00,9.400087364411964e-06,9.40231018522175e-06,9.37796871322078e-06,9.379293371540824e-06,97.24453,-0.0022120125487440356,-0.004272174337803025,-0.00394192941819127,0.9635791610229518,0.3848031062346844,0.00259523516716402,0.0010488578952385147,0
2025-06-25 07:30:00,9.379294251252346e-06,9.386561016542033e-06,9.374528636981973e-06,9.374528636981973e-06,66.88782,-0.0005080057068380661,-0.002730143974948307,-0.004740136660003502,-0.31216881813300956,0.15443132092027523,0.001283518353402081,0.0010206882280685136,0
