return_1,return_5,return_10,volume_change_1,volume_change_5,candle_range,volatility_10
0.0003045742924143,0.0015338276572249,0.0013649204032095,-0.229496380718174,1.9157997159637248,0.0013702605122116,0.000684561140781
-0.0014527757995173,-0.0003688668992725,-0.0014763089506836,0.3769419377081591,-0.2740135077688941,0.0017773308353537,0.0006995755330107
0.0010856527470894,0.0019649790135558,0.0031790161674802,0.1379593303642048,0.4020721147759625,0.0011128531384405,0.0012814611076464
-0.0043561278348123,0.0041214269181888,-0.0022193807254446,0.3458936362558047,-0.2443713405981691,0.0047661945522681,0.0025183036528105
-0.0003710449374663,-0.002172960576782,-0.0066104373627704,-0.2918353002006126,0.2227917176793377,0.0008242659538806,0.000988926261622
0.000982422727453,0.0008136781566385,-0.0031022309936168,-0.3155925043800061,-0.8466042771527884,0.0014449069083375,0.001015450046566
-4.6234628725549953e-07,0.0003022810192307,5.862897347697072e-05,-0.350404013219901,-0.5570431977974628,0.0005652648320757,0.0006122205104033
0.0002423293442195,-0.0008867621080267,2.376172303253377e-05,0.100592451694246,-0.3583597478198114,0.0005344862930729,0.0005258954035317
0.0011571146156879,0.0033103954418685,0.0048288104346128,-0.5692389163603166,-0.3208382342355987,0.0017351671265348,0.000608355191649
-0.0002077911400063,0.000554469835672,0.0035661344677939,0.1939076752581516,0.9949392696281056,0.0015606264597581,0.0016350731166897
-0.0023373736707031,-0.0005307262569832,0.0071580431359727,0.2888220496653793,-0.2080831192295968,0.0045359727046271,0.0026494568054787
-0.0002067347940039,-0.0029541767033102,0.0023511218982099,-0.2527742958442671,-0.6789338014875743,0.0009048227692082,0.0020131724832107
0.0002251970310904,-0.0006056456268064,-0.0012458832382353,-0.4731006277073735,0.2961527563170261,0.0002253327082167,0.0004548070049175
-0.0002732678180262,0.0001835983029512,0.0014442162263095,-0.6383404947303717,-0.628720297773103,0.0003292789080918,0.0005551496812304
0.0004019750965043,-0.0010397311307083,-0.003785609832849,-0.6012632985966617,-0.4486534110660298,0.0016954210346667,0.0009968778935442
0.001027052238806,0.0011044697393109,-0.0006014453314318,0.7582220483847262,-0.0270974243676846,0.002647187916142,0.0008768818847044
-0.000970972932997,-0.0006839312315933,-0.0024130092705498,1.9106061876600693,-0.5950869122653801,0.0027373224690438,0.001134814013284
0.004290596411056,0.0078445826915773,0.0069419804569346,1.9421324360484653,3.1867468929111755,0.0046503129317689,0.0017766600552815
-0.0001292962375074,0.0022864865787886,0.0027166949784085,0.4160168679863734,-0.2773752578133539,0.0006867830706716,0.0007329346673323
0.0006074403671516,-0.0009459658363855,-0.0011488222770275,-0.0129048212707025,0.0450783795506155,0.0009833006290922,0.0011404471048305
-0.0020013512790513,-0.001348183694861,-0.0031112013274156,0.4433372152707178,0.379312074895906,0.0021473105720246,0.0013217689273399
0.000404044805031,0.0011633023662851,0.0022319028170008,-0.0421253294879762,-0.2314978961502641,0.00102068516004,0.0007030847443628
-0.0023712476771758,-0.0055650288032527,-0.0004159508556075,0.8268461002016743,0.0298515877448053,0.0046950272639869,0.0028351057524602
0.0003311490845288,-0.0002884937628002,-0.0043136914573425,-0.1113653739909971,-0.4777606171850159,0.0011789847024383,0.0014931078812449
0.0013692956122461,0.0003710131809864,-0.0019279776003126,1.153998058707367,0.7714291627043772,0.0022463079666608,0.0008181358455215
-0.0005946535728691,-0.0006652612437249,0.000240743465012,-0.2779233439652813,-0.5470104514901121,0.0005951936852464,0.0006574994950184
0.0006554523907793,0.0001092755978087,0.0012007320968512,-0.0199560139485686,0.2906908629605773,0.0015350006986166,0.0015501570856835
-0.0001060402243436,0.0009868138996482,0.0018336050735368,0.5229911947541066,-0.5118210128040563,0.0001689002341513,0.0004763053789872
0.0021771255071827,0.0028341485457388,0.0026365845602609,-0.3939684398438596,1.3486041730342562,0.0034447784176211,0.0015281364832093
0.0012214210733987,0.0028277103496976,0.003427140253565,0.5989341761939595,0.3311800280766928,0.0013793353443992,0.0015912289737481
-0.0003182817837256,0.0006084902183043,-0.000943305788293,1.4269534682089304,0.0929215874956423,0.0046643454624414,0.0016139803241178
-0.0014083694829288,-0.0002030485176027,0.0030804766531806,-0.3750515808106712,-0.2243305473627815,0.0017792066951983,0.001275686979596
-0.0018634188476768,-0.0009302068404691,0.0006917250330058,1.4682399679462188,0.5887870097025045,0.0019394790482502,0.000969287137627
0.000737067305452,0.002329672127223,0.002529337736886,0.4265518572267692,-0.5648634040126788,0.0017511158926081,0.0025740240713859
0.0019015791338068,-0.0014653129523649,-0.0023486273822178,-0.5818716058212969,-0.6280380950888312,0.0021580232380602,0.0013939942928412
0.0006454428059823,0.0001939468689577,-0.0005493204734365,0.8609031904059834,0.2963218641257117,0.0018205215648348,0.000936993324622
-0.0013472665164299,-0.001547927340475,-0.0008443765852452,1.2428961709703477,0.5344908570708817,0.0013491773899104,0.000531543163059
-0.0002349656792226,0.0003233743932085,0.0007277005517807,-0.1815560145551094,-0.3796966882463908,0.0011242916860194,0.000797021737986
-2.491361112388901e-05,-0.0065719036596104,-0.0073726561346523,-0.0593351579445898,2.9381610946554013,0.0012346489287251,0.0011506138484268
-0.0008196421464393,-0.002801203747175,-0.0034407817125395,0.249551711682926,1.0122869501801173,0.001119444858119,0.0009994219057202
0.0013811975535722,0.0013411888409224,0.0036024194397044,-0.4420785842619625,1.5751055637076918,0.0017418909600653,0.0011928004432559
0.000321505124704,0.0007598898928586,0.0004322304732267,-0.4389916794667623,-0.463619792999711,0.0003214949253254,0.0002918143988417
0.0001440057032104,0.0004642380408661,0.0029891046128884,0.2198215944988668,-0.4462683759516032,0.0024712242477265,0.0014909777427904
-0.0012881195611047,0.0018172105552303,0.0004665769267286,-0.0507398048546895,0.3013780238920143,0.0019809853441559,0.0012705552982256
9.325094429968317e-08,-0.0004379942232113,6.332139459264141e-05,-0.6781589702715078,-0.7719683406656974,9.325093551447253e-08,0.0004291796620654
-0.0015235918852537,-0.006670449640481,-0.0017154952684146,-0.4994215802794817,-0.5273712945301783,0.0017685679474641,0.0028740979011905
-0.0007430219876056,-0.0002998361423418,-0.0024919168331585,2.4563323018815724,0.4979761063513168,0.0010219841152819,0.0006063254135353
-5.366521770577837e-05,-0.001208450145675,-0.00305884325608,0.8499380735813997,0.2041255809829143,0.000791394437185,0.0009817410233492
-6.33575919208873e-05,-0.000234995884321,0.00707861930621,0.283577865210842,-0.5763313412546991,0.0007432446493817,0.0013054834007812
0.0001961687710791,0.0013329838277698,0.0025437648322002,-0.6512547345895947,0.3568884570886279,0.0009378561064676,0.0007457372411918
-0.0011330254879705,-0.0049155608155023,-0.0058403710805087,-0.1058059172448796,-0.286244124664376,0.0029726795256873,0.0014750514391656
-0.0008348116166969,0.0001410438409576,0.0030051850572552,-0.6242541997545736,-0.3750831127378931,0.0008356015841289,0.001282865272992
-0.0004486106747937,0.0011283755269542,0.0012457675130306,-0.4827719890216037,0.0597206437237092,0.0007133886089257,0.0007587131350499
0.0002788624489409,0.0010629581588186,0.0028809545150418,0.0015749089702614,-0.3124858920423767,0.001171600377189,0.0012782560298764
-0.0005429218574513,-0.0029586462159064,-0.0005044650335157,1.952628295549184,-0.3383413319170762,0.001098371376862,0.0012024232163751
-0.0016014558656081,-0.0010820005118744,-0.0011045365329203,0.1289651491518375,-0.2798978302593465,0.0018075707297205,0.0015307269327309
0.0014801428022439,0.0032676882330684,0.0043730496057665,0.2074750487144283,-0.0483712877777882,0.0019756667250581,0.0013767218304731
0.0004892150073354,-0.0036686906575319,-0.0026391396639185,-0.7945432225085761,0.6867651054979049,0.0025741902510486,0.0013139506657821
-0.0014591856614065,-0.0008846106613127,0.0005802555634397,0.3172295825826303,0.8764620315337532,0.0016413697647369,0.0008601928754505
-0.00013032866299,-4.462671938654239e-05,0.0008142279907374,-0.1204301183758818,-0.4433530171241318,0.000130438821351,0.0002680886799907
2.2320272948350706e-05,0.0025728208391337,0.0016691703139084,-0.5105398435181452,1.2583199951588622,0.0013832703563754,0.0008605368184216
-0.0020353994851366,-0.0044460792996222,-0.0056744282240295,1.4157122507676196,2.3619593174544344,0.0029400094124595,0.0008556899726954
0.0006057757065442,0.0008037907968678,-0.0013709163856278,-0.0834222345066488,0.0441513144152097,0.0012017147404179,0.0010460843617801
-0.0003186299691644,-0.0015377646761703,-0.0063952627874555,-0.3845251274678054,-0.7681209270159806,0.0005786417539413,0.0012968155445252
-0.0009507166955581,-0.0022871932534964,-0.0054296111010082,-0.4255637467769596,-0.4336631552031611,0.0021107132832113,0.0007702623632868
-0.0004907891009384,-0.0020646254723271,0.0005028834553664,-0.2677882069712236,-0.2761906269133265,0.0009158903778797,0.0013102914307821
0.0010251362087099,-0.0054466246142207,0.0008796441191956,1.5161673588770666,-0.3846643830902156,0.0041249769007469,0.0020233241957595
5.823036619023725e-05,0.0012502888299019,0.0038578992975568,-0.1795562899203808,0.0018849910430753,0.0010103492886063,0.0009844069836186
0.0004208060130603,-0.0009730186921914,-0.0012432069207436,-0.5226238201753144,-0.3438066631256982,0.0009760037725106,0.0007930492223406
